Year,MDB,Region,Industry,Production,Units_Q,Q_meta,Commodity_price,Units_Y,GVIAP,G_meta
2006,sMDB,VIC Loddon-Campaspe,Pastures - Hay,70889,tonnes,7,158.7598298,$/t,11254403,2
2007,sMDB,VIC Loddon-Campaspe,Pastures - Hay,28416,tonnes,7,283.3862044,$/t,8052658,2
2008,sMDB,VIC Loddon-Campaspe,Pastures - Hay,24475,tonnes,7,276.3811412,$/t,6764452,2
2009,sMDB,VIC Loddon-Campaspe,Pastures - Hay,14399,tonnes,7,237.5589691,$/t,3420614,2
2010,sMDB,VIC Loddon-Campaspe,Pastures - Hay,30748,tonnes,7,181.7773842,$/t,5589302,2
2011,sMDB,VIC Loddon-Campaspe,Pastures - Hay,20430,tonnes,7,136.4333091,$/t,2787321,2
2012,sMDB,VIC Loddon-Campaspe,Pastures - Hay,30483,tonnes,7,133.7113109,$/t,4075892,2
2013,sMDB,VIC Loddon-Campaspe,Pastures - Hay,21808,tonnes,7,155.173298,$/t,3383977,2
2014,sMDB,VIC Loddon-Campaspe,Pastures - Hay,35711,tonnes,7,168.0272339,$/t,6000365,2
2015,sMDB,VIC Loddon-Campaspe,Pastures - Hay,34169,tonnes,7,249.0569399,$/t,8509951,2
2016,sMDB,VIC Loddon-Campaspe,Pastures - Hay,20101,tonnes,7,254.11595,$/t,5107945,2
2017,sMDB,VIC Loddon-Campaspe,Pastures - Hay,13397,tonnes,7,220.8458858,$/t,2958626,2
2018,sMDB,VIC Loddon-Campaspe,Pastures - Hay,9170,tonnes,7,194.9627831,$/t,1787791,2
2019,sMDB,VIC Loddon-Campaspe,Pastures - Hay,8851,tonnes,7,355.0949254,$/t,3142778,2
2020,sMDB,VIC Loddon-Campaspe,Pastures - Hay,8495,tonnes,7,359.8579545,$/t,3057097,2
2006,sMDB,VIC Loddon-Campaspe,Rice,0,tonnes,7,373.9185879,$/t,0,7
2007,sMDB,VIC Loddon-Campaspe,Rice,0,tonnes,7,449.0564573,$/t,0,7
2008,sMDB,VIC Loddon-Campaspe,Rice,0,tonnes,7,534.3109469,$/t,0,7
2009,sMDB,VIC Loddon-Campaspe,Rice,0,tonnes,7,706.6956577,$/t,0,7
2010,sMDB,VIC Loddon-Campaspe,Rice,0,tonnes,7,557.7509204,$/t,0,7
2011,sMDB,VIC Loddon-Campaspe,Rice,0,tonnes,7,284.0412539,$/t,0,7
2012,sMDB,VIC Loddon-Campaspe,Rice,0,tonnes,7,312.3357148,$/t,0,7
2013,sMDB,VIC Loddon-Campaspe,Rice,0,tonnes,7,294.0733483,$/t,0,7
2014,sMDB,VIC Loddon-Campaspe,Rice,0,tonnes,7,374.3915161,$/t,0,7
2015,sMDB,VIC Loddon-Campaspe,Rice,0,tonnes,7,427.6316528,$/t,0,7
2016,sMDB,VIC Loddon-Campaspe,Rice,0,tonnes,7,447.3401776,$/t,0,7
2017,sMDB,VIC Loddon-Campaspe,Rice,0,tonnes,7,328.3032086,$/t,0,7
2018,sMDB,VIC Loddon-Campaspe,Rice,0,tonnes,7,398.5611622,$/t,0,7
2019,sMDB,VIC Loddon-Campaspe,Rice,0,tonnes,7,520.2299539,$/t,0,7
2020,sMDB,VIC Loddon-Campaspe,Rice,0,tonnes,7,769.1999515,$/t,0,7
2006,sMDB,VIC Loddon-Campaspe,Vegetables,277582,Quantity Index,7,183.3122284,Index,50884216,2
2007,sMDB,VIC Loddon-Campaspe,Vegetables,169484,Quantity Index,7,188.0442001,Index,31870448,2
2008,sMDB,VIC Loddon-Campaspe,Vegetables,278666,Quantity Index,7,197.8850974,Index,55143820,2
2009,sMDB,VIC Loddon-Campaspe,Vegetables,233211,Quantity Index,7,190.8960444,Index,44519100,2
2010,sMDB,VIC Loddon-Campaspe,Vegetables,466277,Quantity Index,7,183.4651062,Index,85545599,2
2011,sMDB,VIC Loddon-Campaspe,Vegetables,164856,Quantity Index,7,198.0200298,Index,32644747,2
2012,sMDB,VIC Loddon-Campaspe,Vegetables,504197,Quantity Index,7,186.612162,Index,94089319,2
2013,sMDB,VIC Loddon-Campaspe,Vegetables,208484,Quantity Index,7,195.4148265,Index,40740799,2
2014,sMDB,VIC Loddon-Campaspe,Vegetables,129060,Quantity Index,7,191.6726343,Index,24737333,2
2015,sMDB,VIC Loddon-Campaspe,Vegetables,100420,Quantity Index,7,193.8569763,Index,19467028,2
2016,sMDB,VIC Loddon-Campaspe,Vegetables,68790,Quantity Index,7,184.6275015,Index,12700572,2
2017,sMDB,VIC Loddon-Campaspe,Vegetables,96593,Quantity Index,7,184.6269725,Index,17833716,2
2018,sMDB,VIC Loddon-Campaspe,Vegetables,114595,Quantity Index,7,184.6263542,Index,21157348,2
2019,sMDB,VIC Loddon-Campaspe,Vegetables,89976,Quantity Index,7,184.6278663,Index,16612140,2
2020,sMDB,VIC Loddon-Campaspe,Vegetables,180425,Quantity Index,7,185.6549735,Index,33496722,2
2006,sMDB,VIC Murray Above,Almonds,0,tonnes,7,11510.18958,$/t,0,7
2007,sMDB,VIC Murray Above,Almonds,0,tonnes,7,9582.048331,$/t,0,7
2008,sMDB,VIC Murray Above,Almonds,0,tonnes,7,5448.615046,$/t,0,7
2009,sMDB,VIC Murray Above,Almonds,0,tonnes,7,6118.05668,$/t,0,7
2010,sMDB,VIC Murray Above,Almonds,0,tonnes,7,5008.225837,$/t,0,7
2011,sMDB,VIC Murray Above,Almonds,0,tonnes,7,5917.11435,$/t,0,7
2012,sMDB,VIC Murray Above,Almonds,0,tonnes,7,4858.514627,$/t,0,7
2013,sMDB,VIC Murray Above,Almonds,0,tonnes,7,6220.782398,$/t,0,7
2014,sMDB,VIC Murray Above,Almonds,0,tonnes,7,6827.231612,$/t,0,7
2015,sMDB,VIC Murray Above,Almonds,0,tonnes,7,8769.155159,$/t,0,7
2016,sMDB,VIC Murray Above,Almonds,0,tonnes,7,10251.52355,$/t,0,7
2017,sMDB,VIC Murray Above,Almonds,0,tonnes,7,7139.536995,$/t,0,7
2018,sMDB,VIC Murray Above,Almonds,0,tonnes,7,6592.384768,$/t,0,7
2019,sMDB,VIC Murray Above,Almonds,0,tonnes,7,7600.219058,$/t,0,7
2020,sMDB,VIC Murray Above,Almonds,0,tonnes,7,7118.963784,$/t,0,7
2006,sMDB,VIC Murray Above,Cotton,0,tonnes,7,2283.561906,$/t,0,7
2007,sMDB,VIC Murray Above,Cotton,0,tonnes,7,2391.134567,$/t,0,7
2008,sMDB,VIC Murray Above,Cotton,0,tonnes,7,2459.105979,$/t,0,7
2009,sMDB,VIC Murray Above,Cotton,0,tonnes,7,2629.558525,$/t,0,7
2010,sMDB,VIC Murray Above,Cotton,0,tonnes,7,2613.360268,$/t,0,7
2011,sMDB,VIC Murray Above,Cotton,0,tonnes,7,2648.423522,$/t,0,7
2012,sMDB,VIC Murray Above,Cotton,0,tonnes,7,2785.55846,$/t,0,7
2013,sMDB,VIC Murray Above,Cotton,0,tonnes,7,2394.873759,$/t,0,7
2014,sMDB,VIC Murray Above,Cotton,0,tonnes,7,2493.266841,$/t,0,7
2015,sMDB,VIC Murray Above,Cotton,0,tonnes,7,2427.937221,$/t,0,7
2016,sMDB,VIC Murray Above,Cotton,0,tonnes,7,2597.290254,$/t,0,7
2017,sMDB,VIC Murray Above,Cotton,0,tonnes,7,2279.040994,$/t,0,7
2018,sMDB,VIC Murray Above,Cotton,0,tonnes,7,2722.869025,$/t,0,7
2019,sMDB,VIC Murray Above,Cotton,0,tonnes,7,2764.340623,$/t,0,7
2020,sMDB,VIC Murray Above,Cotton,0,tonnes,7,2458.667061,$/t,0,7
2006,sMDB,VIC Murray Above,Dairy,444817471,Litres,7,45.35562798,c/L,201749757,2
2007,sMDB,VIC Murray Above,Dairy,378112516,Litres,7,44.18388953,c/L,167064816,2
2008,sMDB,VIC Murray Above,Dairy,304435911,Litres,7,63.86017256,c/L,194413298,2
2009,sMDB,VIC Murray Above,Dairy,295846625,Litres,7,52.93991903,c/L,156620964,2
2010,sMDB,VIC Murray Above,Dairy,293549862,Litres,7,45.51564231,c/L,133611105,2
2011,sMDB,VIC Murray Above,Dairy,323411610,Litres,7,51.1190167,c/L,165324835,2
2012,sMDB,VIC Murray Above,Dairy,324111446,Litres,7,48.58514627,c/L,157470020,2
2013,sMDB,VIC Murray Above,Dairy,260115826,Litres,7,45.46826407,c/L,118270151,2
2014,sMDB,VIC Murray Above,Dairy,242019192,Litres,7,56.37971912,c/L,136449741,2
2015,sMDB,VIC Murray Above,Dairy,290756399,Litres,7,52.50666978,c/L,152666502,2
2016,sMDB,VIC Murray Above,Dairy,239422997,Litres,7,47.94722992,c/L,114796695,2
2017,sMDB,VIC Murray Above,Dairy,209788134,Litres,7,42.94221516,c/L,90087672,2
2018,sMDB,VIC Murray Above,Dairy,268755623,Litres,7,47.16344365,c/L,126754407,2
2019,sMDB,VIC Murray Above,Dairy,202978320,Litres,7,50.41205016,c/L,102325533,2
2020,sMDB,VIC Murray Above,Dairy,157731773,Litres,7,54.89484089,c/L,86586606,2
2006,sMDB,VIC Murray Above,Fruit,541585,Quantity Index,7,189.550382,Index,102657618,2
2007,sMDB,VIC Murray Above,Fruit,462408,Quantity Index,7,244.9244975,Index,113255133,2
2008,sMDB,VIC Murray Above,Fruit,579284,Quantity Index,7,191.052645,Index,110673715,2
2009,sMDB,VIC Murray Above,Fruit,551721,Quantity Index,7,185.0507341,Index,102096380,2
2010,sMDB,VIC Murray Above,Fruit,485917,Quantity Index,7,178.8605428,Index,86911308,2
2011,sMDB,VIC Murray Above,Fruit,659765,Quantity Index,7,215.1628869,Index,141956911,2
2012,sMDB,VIC Murray Above,Fruit,509620,Quantity Index,7,209.8483524,Index,106942919,2
2013,sMDB,VIC Murray Above,Fruit,466727,Quantity Index,7,176.9671937,Index,82595401,2
2014,sMDB,VIC Murray Above,Fruit,466651,Quantity Index,7,174.8881714,Index,81611710,2
2015,sMDB,VIC Murray Above,Fruit,533387,Quantity Index,7,184.4613059,Index,98389333,2
2016,sMDB,VIC Murray Above,Fruit,458649,Quantity Index,7,172.9895939,Index,79341513,2
2017,sMDB,VIC Murray Above,Fruit,429075,Quantity Index,7,172.9890981,Index,74225357,2
2018,sMDB,VIC Murray Above,Fruit,524771,Quantity Index,7,172.9885187,Index,90779349,2
2019,sMDB,VIC Murray Above,Fruit,485197,Quantity Index,7,172.9899356,Index,83934243,2
2020,sMDB,VIC Murray Above,Fruit,494147,Quantity Index,7,173.9522996,Index,85958046,2
2006,sMDB,VIC Murray Above,Grapevines,6340,tonnes,7,844.080569,$/t,5351562,2
2007,sMDB,VIC Murray Above,Grapevines,4248,tonnes,7,871.7002301,$/t,3702851,2
2008,sMDB,VIC Murray Above,Grapevines,3249,tonnes,7,1013.265238,$/t,3291952,2
2009,sMDB,VIC Murray Above,Grapevines,602,tonnes,1,658.0032389,$/t,395812,7
2010,sMDB,VIC Murray Above,Grapevines,959,tonnes,1,566.1998364,$/t,543232,7
2011,sMDB,VIC Murray Above,Grapevines,2364,tonnes,1,527.0952333,$/t,1245935,7
2012,sMDB,VIC Murray Above,Grapevines,3677,tonnes,1,529.8094522,$/t,1947949,7
2013,sMDB,VIC Murray Above,Grapevines,2242,tonnes,1,591.1002415,$/t,1325077,7
2014,sMDB,VIC Murray Above,Grapevines,192,tonnes,1,514.5022572,$/t,98946,7
2015,sMDB,VIC Murray Above,Grapevines,978,tonnes,1,514.8148351,$/t,503727,7
2016,sMDB,VIC Murray Above,Grapevines,3204,tonnes,1,581.0269861,$/t,1861606,7
2017,sMDB,VIC Murray Above,Grapevines,6254,tonnes,1,613.8586677,$/t,3838809,7
2018,sMDB,VIC Murray Above,Grapevines,3817,tonnes,1,637.0461335,$/t,2431378,7
2019,sMDB,VIC Murray Above,Grapevines,6131,tonnes,7,691.9223634,$/t,4242366,2
2020,sMDB,VIC Murray Above,Grapevines,5215,tonnes,7,703.7237246,$/t,3669986,2
2006,sMDB,VIC Murray Above,Other broadacre,343,tonnes,7,488.229584,$/t,167656,2
2007,sMDB,VIC Murray Above,Other broadacre,27,tonnes,4,655.0838319,$/t,20945,4
2008,sMDB,VIC Murray Above,Other broadacre,37,tonnes,7,854.4373783,$/t,31911,2
2009,sMDB,VIC Murray Above,Other broadacre,99,tonnes,4,732.6476923,$/t,47022,4
2010,sMDB,VIC Murray Above,Other broadacre,284,tonnes,4,528.2194012,$/t,105299,4
2011,sMDB,VIC Murray Above,Other broadacre,1109,tonnes,7,638.0424404,$/t,707823,2
2012,sMDB,VIC Murray Above,Other broadacre,2274,tonnes,7,602.3353149,$/t,1369921,2
2013,sMDB,VIC Murray Above,Other broadacre,4312,tonnes,7,633.7563449,$/t,2732902,2
2014,sMDB,VIC Murray Above,Other broadacre,1743,tonnes,7,582.9070162,$/t,1015789,2
2015,sMDB,VIC Murray Above,Other broadacre,1326,tonnes,7,523.9931078,$/t,694719,2
2016,sMDB,VIC Murray Above,Other broadacre,1225,tonnes,7,578.5169668,$/t,708471,2
2017,sMDB,VIC Murray Above,Other broadacre,2724,tonnes,7,556.4639128,$/t,1515749,2
2018,sMDB,VIC Murray Above,Other broadacre,1220,tonnes,7,538.8916888,$/t,657534,2
2019,sMDB,VIC Murray Above,Other broadacre,1403,tonnes,7,588.2991785,$/t,825366,2
2020,sMDB,VIC Murray Above,Other broadacre,1411,tonnes,7,615.3916667,$/t,868126,2
2006,sMDB,VIC Murray Above,Other cereals,4631,tonnes,7,287.8437626,$/t,1332927,2
2007,sMDB,VIC Murray Above,Other cereals,2019,tonnes,7,365.1845866,$/t,737445,2
2008,sMDB,VIC Murray Above,Other cereals,571,tonnes,7,508.4463074,$/t,290412,2
2009,sMDB,VIC Murray Above,Other cereals,1092,tonnes,4,366.4111921,$/t,400086,4
2010,sMDB,VIC Murray Above,Other cereals,2868,tonnes,4,280.6341633,$/t,804722,4
2011,sMDB,VIC Murray Above,Other cereals,4431,tonnes,7,372.5952401,$/t,1650839,2
2012,sMDB,VIC Murray Above,Other cereals,11253,tonnes,7,299.6815141,$/t,3372190,2
2013,sMDB,VIC Murray Above,Other cereals,5906,tonnes,7,371.0165272,$/t,2191308,2
2014,sMDB,VIC Murray Above,Other cereals,11992,tonnes,7,347.1586843,$/t,4163117,2
2015,sMDB,VIC Murray Above,Other cereals,14117,tonnes,7,334.9545556,$/t,4728615,2
2016,sMDB,VIC Murray Above,Other cereals,9658,tonnes,7,324.5605339,$/t,3134650,2
2017,sMDB,VIC Murray Above,Other cereals,11394,tonnes,7,274.9998008,$/t,3133438,2
2018,sMDB,VIC Murray Above,Other cereals,9404,tonnes,7,305.7518409,$/t,2875378,2
2019,sMDB,VIC Murray Above,Other cereals,13098,tonnes,7,400.067449,$/t,5240006,2
2020,sMDB,VIC Murray Above,Other cereals,1824,tonnes,7,371.6,$/t,677962,2
2006,sMDB,VIC Murray Above,Pastures - Grazing,434333,Quantity Index,4,86.60292787,Index,37614544,4
2007,sMDB,VIC Murray Above,Pastures - Grazing,269773,Quantity Index,4,84.21870114,Index,22719972,4
2008,sMDB,VIC Murray Above,Pastures - Grazing,99449,Quantity Index,4,121.7940059,Index,12112285,4
2009,sMDB,VIC Murray Above,Pastures - Grazing,324149,Quantity Index,7,101.2085129,Index,32806641,2
2010,sMDB,VIC Murray Above,Pastures - Grazing,356345,Quantity Index,4,86.42311106,Index,30796424,4
2011,sMDB,VIC Murray Above,Pastures - Grazing,495059,Quantity Index,7,96.72808609,Index,47886139,2
2012,sMDB,VIC Murray Above,Pastures - Grazing,518383,Quantity Index,7,91.77955728,Index,47576968,2
2013,sMDB,VIC Murray Above,Pastures - Grazing,430655,Quantity Index,7,85.27115503,Index,36722455,2
2014,sMDB,VIC Murray Above,Pastures - Grazing,335979,Quantity Index,7,105.4992932,Index,35445496,2
2015,sMDB,VIC Murray Above,Pastures - Grazing,594913,Quantity Index,7,99.48762041,Index,59186511,2
2016,sMDB,VIC Murray Above,Pastures - Grazing,525184,Quantity Index,7,90.14382158,Index,47342080,2
2017,sMDB,VIC Murray Above,Pastures - Grazing,472005,Quantity Index,7,82.11326853,Index,38757884,2
2018,sMDB,VIC Murray Above,Pastures - Grazing,635705,Quantity Index,7,90.00657185,Index,57217626,2
2019,sMDB,VIC Murray Above,Pastures - Grazing,531011,Quantity Index,7,96.20620261,Index,51086546,2
2020,sMDB,VIC Murray Above,Pastures - Grazing,347814,Quantity Index,7,100,Index,34781432,2
2006,sMDB,VIC Murray Above,Pastures - Hay,80313,tonnes,4,158.7598298,$/t,12750495,4
2007,sMDB,VIC Murray Above,Pastures - Hay,60886,tonnes,7,283.3862044,$/t,17254374,2
2008,sMDB,VIC Murray Above,Pastures - Hay,72644,tonnes,7,276.3811412,$/t,20077505,2
2009,sMDB,VIC Murray Above,Pastures - Hay,40566,tonnes,7,237.5589691,$/t,9636908,2
2010,sMDB,VIC Murray Above,Pastures - Hay,48751,tonnes,7,181.7773842,$/t,8861766,2
2011,sMDB,VIC Murray Above,Pastures - Hay,34145,tonnes,7,136.4333091,$/t,4658514,2
2012,sMDB,VIC Murray Above,Pastures - Hay,47102,tonnes,7,133.7113109,$/t,6298109,2
2013,sMDB,VIC Murray Above,Pastures - Hay,51230,tonnes,7,155.173298,$/t,7949483,2
2014,sMDB,VIC Murray Above,Pastures - Hay,48114,tonnes,7,168.0272339,$/t,8084530,2
2015,sMDB,VIC Murray Above,Pastures - Hay,38795,tonnes,7,249.0569399,$/t,9662078,2
2016,sMDB,VIC Murray Above,Pastures - Hay,34941,tonnes,7,254.11595,$/t,8878964,2
2017,sMDB,VIC Murray Above,Pastures - Hay,50042,tonnes,7,220.8458858,$/t,11051467,2
2018,sMDB,VIC Murray Above,Pastures - Hay,47024,tonnes,7,194.9627831,$/t,9168005,2
2019,sMDB,VIC Murray Above,Pastures - Hay,25609,tonnes,7,355.0949254,$/t,9093707,2
2020,sMDB,VIC Murray Above,Pastures - Hay,18420,tonnes,7,359.8579545,$/t,6628759,2
2006,sMDB,VIC Murray Above,Rice,0,tonnes,7,373.9185879,$/t,0,7
2007,sMDB,VIC Murray Above,Rice,0,tonnes,7,449.0564573,$/t,0,7
2008,sMDB,VIC Murray Above,Rice,0,tonnes,7,534.3109469,$/t,0,7
2009,sMDB,VIC Murray Above,Rice,0,tonnes,7,706.6956577,$/t,0,7
2010,sMDB,VIC Murray Above,Rice,0,tonnes,7,557.7509204,$/t,0,7
2011,sMDB,VIC Murray Above,Rice,0,tonnes,7,284.0412539,$/t,0,7
2012,sMDB,VIC Murray Above,Rice,0,tonnes,7,312.3357148,$/t,0,7
2013,sMDB,VIC Murray Above,Rice,0,tonnes,7,294.0733483,$/t,0,7
2014,sMDB,VIC Murray Above,Rice,0,tonnes,7,374.3915161,$/t,0,7
2015,sMDB,VIC Murray Above,Rice,0,tonnes,7,427.6316528,$/t,0,7
2016,sMDB,VIC Murray Above,Rice,0,tonnes,7,447.3401776,$/t,0,7
2017,sMDB,VIC Murray Above,Rice,0,tonnes,7,328.3032086,$/t,0,7
2018,sMDB,VIC Murray Above,Rice,0,tonnes,7,398.5611622,$/t,0,7
2019,sMDB,VIC Murray Above,Rice,0,tonnes,7,520.2299539,$/t,0,7
2020,sMDB,VIC Murray Above,Rice,0,tonnes,7,769.1999515,$/t,0,7
2006,sMDB,VIC Murray Above,Vegetables,83360,Quantity Index,4,183.3122284,Index,15280836,4
2007,sMDB,VIC Murray Above,Vegetables,94099,Quantity Index,7,188.0442001,Index,17694828,2
2008,sMDB,VIC Murray Above,Vegetables,72293,Quantity Index,4,197.8850974,Index,14305691,4
2009,sMDB,VIC Murray Above,Vegetables,66577,Quantity Index,4,190.8960444,Index,12709191,4
2010,sMDB,VIC Murray Above,Vegetables,92610,Quantity Index,4,183.4651062,Index,16990782,4
2011,sMDB,VIC Murray Above,Vegetables,81255,Quantity Index,7,198.0200298,Index,16090057,2
2012,sMDB,VIC Murray Above,Vegetables,49217,Quantity Index,7,186.612162,Index,9184503,2
2013,sMDB,VIC Murray Above,Vegetables,46468,Quantity Index,7,195.4148265,Index,9080532,2
2014,sMDB,VIC Murray Above,Vegetables,70975,Quantity Index,7,191.6726343,Index,13603930,2
2015,sMDB,VIC Murray Above,Vegetables,90851,Quantity Index,7,193.8569763,Index,17612148,2
2016,sMDB,VIC Murray Above,Vegetables,103189,Quantity Index,7,184.6275015,Index,19051452,2
2017,sMDB,VIC Murray Above,Vegetables,135333,Quantity Index,7,184.6269725,Index,24986056,2
2018,sMDB,VIC Murray Above,Vegetables,159980,Quantity Index,7,184.6263542,Index,29536492,2
2019,sMDB,VIC Murray Above,Vegetables,166905,Quantity Index,7,184.6278663,Index,30815253,2
2020,sMDB,VIC Murray Above,Vegetables,64086,Quantity Index,7,185.6549735,Index,11897925,2
2006,sMDB,VIC Murray Below,Almonds,4470,tonnes,1,11510.18958,$/t,51447642,7
2007,sMDB,VIC Murray Below,Almonds,10400,tonnes,1,9582.048331,$/t,99650536,7
2008,sMDB,VIC Murray Below,Almonds,8504,tonnes,3,5448.615046,$/t,46333494,7
2009,sMDB,VIC Murray Below,Almonds,6608,tonnes,1,6118.05668,$/t,40426454,7
2010,sMDB,VIC Murray Below,Almonds,14619,tonnes,3,5008.225837,$/t,73213675,7
2011,sMDB,VIC Murray Below,Almonds,22630,tonnes,1,5917.11435,$/t,133902178,7
2012,sMDB,VIC Murray Below,Almonds,20295,tonnes,1,4858.514627,$/t,98601324,7
2013,sMDB,VIC Murray Below,Almonds,44384,tonnes,1,6220.782398,$/t,276103569,7
2014,sMDB,VIC Murray Below,Almonds,42466,tonnes,1,6827.231612,$/t,289925670,7
2015,sMDB,VIC Murray Below,Almonds,50337,tonnes,1,8769.155159,$/t,441412431,7
2016,sMDB,VIC Murray Below,Almonds,55546,tonnes,1,10251.52355,$/t,569433775,7
2017,sMDB,VIC Murray Below,Almonds,55152,tonnes,1,7139.536995,$/t,393756255,7
2018,sMDB,VIC Murray Below,Almonds,51723,tonnes,1,6592.384768,$/t,340978860,7
2019,sMDB,VIC Murray Below,Almonds,59803,tonnes,7,7600.219058,$/t,454517488,2
2020,sMDB,VIC Murray Below,Almonds,70714,tonnes,4,7118.963784,$/t,503411126,4
2006,sMDB,VIC Murray Below,Cotton,0,tonnes,7,2283.561906,$/t,0,7
2007,sMDB,VIC Murray Below,Cotton,0,tonnes,7,2391.134567,$/t,0,7
2008,sMDB,VIC Murray Below,Cotton,0,tonnes,7,2459.105979,$/t,0,7
2009,sMDB,VIC Murray Below,Cotton,0,tonnes,7,2629.558525,$/t,0,7
2010,sMDB,VIC Murray Below,Cotton,0,tonnes,7,2613.360268,$/t,0,7
2011,sMDB,VIC Murray Below,Cotton,0,tonnes,7,2648.423522,$/t,0,7
2012,sMDB,VIC Murray Below,Cotton,0,tonnes,7,2785.55846,$/t,0,7
2013,sMDB,VIC Murray Below,Cotton,0,tonnes,7,2394.873759,$/t,0,7
2014,sMDB,VIC Murray Below,Cotton,0,tonnes,7,2493.266841,$/t,0,7
2015,sMDB,VIC Murray Below,Cotton,0,tonnes,7,2427.937221,$/t,0,7
2016,sMDB,VIC Murray Below,Cotton,0,tonnes,7,2597.290254,$/t,0,7
2017,sMDB,VIC Murray Below,Cotton,0,tonnes,7,2279.040994,$/t,0,7
2018,sMDB,VIC Murray Below,Cotton,0,tonnes,7,2722.869025,$/t,0,7
2019,sMDB,VIC Murray Below,Cotton,0,tonnes,7,2764.340623,$/t,0,7
2020,sMDB,VIC Murray Below,Cotton,0,tonnes,7,2458.667061,$/t,0,7
2006,sMDB,VIC Murray Below,Dairy,376789814,Litres,7,45.35562798,c/L,170895386,2
2007,sMDB,VIC Murray Below,Dairy,262632907,Litres,7,44.18388953,c/L,116041434,2
2008,sMDB,VIC Murray Below,Dairy,270979346,Litres,7,63.86017256,c/L,173047878,2
2009,sMDB,VIC Murray Below,Dairy,187173001,Litres,7,52.93991903,c/L,99089235,2
2010,sMDB,VIC Murray Below,Dairy,200878995,Litres,7,45.51564231,c/L,91431365,2
2011,sMDB,VIC Murray Below,Dairy,250734677,Litres,7,51.1190167,c/L,128173102,2
2012,sMDB,VIC Murray Below,Dairy,313002189,Litres,7,48.58514627,c/L,152072571,2
2013,sMDB,VIC Murray Below,Dairy,335284827,Litres,7,45.46826407,c/L,152448190,2
2014,sMDB,VIC Murray Below,Dairy,290707018,Litres,7,56.37971912,c/L,163899800,2
2015,sMDB,VIC Murray Below,Dairy,316168791,Litres,7,52.50666978,c/L,166009703,2
2016,sMDB,VIC Murray Below,Dairy,239523697,Litres,7,47.94722992,c/L,114844978,2
2017,sMDB,VIC Murray Below,Dairy,224303833,Litres,7,42.94221516,c/L,96321035,2
2018,sMDB,VIC Murray Below,Dairy,209200049,Litres,7,47.16344365,c/L,98665947,2
2019,sMDB,VIC Murray Below,Dairy,184167358,Litres,7,50.41205016,c/L,92842541,2
2020,sMDB,VIC Murray Below,Dairy,197411222,Litres,7,54.89484089,c/L,108368576,2
2006,sMDB,VIC Murray Below,Fruit,595469,Quantity Index,7,189.550382,Index,112871385,2
2007,sMDB,VIC Murray Below,Fruit,360436,Quantity Index,7,244.9244975,Index,88279495,2
2008,sMDB,VIC Murray Below,Fruit,235127,Quantity Index,7,191.052645,Index,44921604,2
2009,sMDB,VIC Murray Below,Fruit,528037,Quantity Index,7,185.0507341,Index,97713665,2
2010,sMDB,VIC Murray Below,Fruit,841670,Quantity Index,7,178.8605428,Index,150541517,2
2011,sMDB,VIC Murray Below,Fruit,610218,Quantity Index,7,215.1628869,Index,131296328,2
2012,sMDB,VIC Murray Below,Fruit,586725,Quantity Index,7,209.8483524,Index,123123205,2
2013,sMDB,VIC Murray Below,Fruit,1236039,Quantity Index,7,176.9671937,Index,218738321,2
2014,sMDB,VIC Murray Below,Fruit,455513,Quantity Index,7,174.8881714,Index,79663766,2
2015,sMDB,VIC Murray Below,Fruit,60278,Quantity Index,7,184.4613059,Index,11118876,2
2016,sMDB,VIC Murray Below,Fruit,534453,Quantity Index,7,172.9895939,Index,92454767,2
2017,sMDB,VIC Murray Below,Fruit,568997,Quantity Index,7,172.9890981,Index,98430295,2
2018,sMDB,VIC Murray Below,Fruit,1070305,Quantity Index,7,172.9885187,Index,185150395,2
2019,sMDB,VIC Murray Below,Fruit,1426681,Quantity Index,7,172.9899356,Index,246801495,2
2020,sMDB,VIC Murray Below,Fruit,1171645,Quantity Index,4,173.9522996,Index,203810269,4
2006,sMDB,VIC Murray Below,Grapevines,327802,tonnes,7,844.080569,$/t,276691040,2
2007,sMDB,VIC Murray Below,Grapevines,311095,tonnes,7,871.7002301,$/t,271181413,2
2008,sMDB,VIC Murray Below,Grapevines,385493,tonnes,7,1013.265238,$/t,390606447,2
2009,sMDB,VIC Murray Below,Grapevines,347873,tonnes,1,658.0032389,$/t,228901397,7
2010,sMDB,VIC Murray Below,Grapevines,338254,tonnes,1,566.1998364,$/t,191519327,7
2011,sMDB,VIC Murray Below,Grapevines,295561,tonnes,1,527.0952333,$/t,155788924,7
2012,sMDB,VIC Murray Below,Grapevines,351957,tonnes,1,529.8094522,$/t,186470007,7
2013,sMDB,VIC Murray Below,Grapevines,348056,tonnes,1,591.1002415,$/t,205735720,7
2014,sMDB,VIC Murray Below,Grapevines,292283,tonnes,1,514.5022572,$/t,150380114,7
2015,sMDB,VIC Murray Below,Grapevines,330296,tonnes,1,514.8148351,$/t,170041108,7
2016,sMDB,VIC Murray Below,Grapevines,330178,tonnes,1,581.0269861,$/t,191842346,7
2017,sMDB,VIC Murray Below,Grapevines,318081,tonnes,1,613.8586677,$/t,195256992,7
2018,sMDB,VIC Murray Below,Grapevines,223931,tonnes,1,637.0461335,$/t,142654270,7
2019,sMDB,VIC Murray Below,Grapevines,551295,tonnes,7,691.9223634,$/t,381453185,2
